"Grupo Estadistico2 (ALAMBRON, NEGROS ANTAAC), Direccion (VENTAS MEXICO) Periodo(Mes: Ene 2001/Ene 2021)",,,,,
Ene 2021 Grupo Estadistico3,Grupo Estadistico2,Est Toneladas Netas,Mes Año,Est Precio Destino MN/Ton,Est Precio ExWorks MN/Ton
ESTRIBOS,NEGROS ANTAAC,256.31,ago-06,"9,176.84","9,176.84"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"4,360.17",ago-06,"10,576.39","10,165.27"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"4,154.56",ago-06,"12,514.77","12,059.78"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,264.13,ago-06,"10,505.93","10,505.93"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,"1,276.91",ago-06,"9,808.49","9,808.49"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"5,080.78",ago-05,"6,961.25","6,961.25"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,854.53",ago-05,"5,996.52","5,788.78"
ALAMBRON EXCEDENTES,ALAMBRON,"2,137.01",ago-05,"4,672.32","4,535.51"
ALAMBRON TREFILADO,ALAMBRON,"7,841.44",ago-05,"5,835.19","5,740.14"
ALAMBRONES ESPECIALES,ALAMBRON,"1,132.87",ago-05,"6,726.45","6,533.45"
ARMADURA,NEGROS ANTAAC,869.56,ago-05,"8,837.25","8,837.25"
CASTILLO DOB.,NEGROS ANTAAC,"1,197.01",ago-05,"7,589.87","6,929.78"
CASTILLO HOJAS,NEGROS ANTAAC,"13,045.70",ago-05,"6,395.20","6,210.08"
CLAVO 2-5,NEGROS ANTAAC,"3,270.67",ago-05,"8,178.64","8,178.64"
ESCALERILLA,NEGROS ANTAAC,82.31,ago-05,"14,449.44","14,449.44"
ESTRIBOS,NEGROS ANTAAC,324.72,ago-05,"6,976.61","6,976.61"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"4,738.30",ago-05,"6,862.14","6,499.32"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"4,984.82",ago-05,"7,669.61","7,257.82"
REMESH,NEGROS ANTAAC,40.16,ago-05,"6,386.31","5,883.15"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,235.09,ago-05,"7,179.92","7,179.92"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,935.52,ago-05,"6,917.44","6,917.44"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,574.11",ago-04,"9,131.52","9,131.52"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,955.29",ago-04,"7,497.09","7,316.07"
ALAMBRON EXCEDENTES,ALAMBRON,"1,090.91",ago-04,"6,535.71","6,376.97"
ALAMBRON TREFILADO,ALAMBRON,"5,737.67",ago-04,"7,198.05","7,085.53"
ALAMBRONES ESPECIALES,ALAMBRON,"1,388.00",ago-04,"7,011.41","6,888.75"
ARMADURA,NEGROS ANTAAC,813.87,ago-04,"10,924.12","10,924.12"
CASTILLO DOB.,NEGROS ANTAAC,721.28,ago-04,"10,829.14","10,195.52"
CASTILLO HOJAS,NEGROS ANTAAC,"9,337.43",ago-04,"8,940.04","8,683.93"
CLAVO 2-5,NEGROS ANTAAC,"3,311.23",ago-04,"10,004.54","10,004.54"
ESCALERILLA,NEGROS ANTAAC,73.71,ago-04,"13,760.99","13,760.99"
ESTRIBOS,NEGROS ANTAAC,162.78,ago-04,"8,037.12","8,037.12"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,990.41",ago-04,"8,939.91","8,584.17"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,021.94",ago-04,"10,406.75","10,023.52"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,214.51,ago-04,"8,856.62","8,856.62"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,826.74,ago-04,"7,863.64","7,863.64"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,970.31",ago-03,"4,929.80","4,929.80"
ALAMBRON CONSTRUCCION,ALAMBRON,"5,859.79",ago-03,"4,160.13","3,958.46"
ALAMBRON EXCEDENTES,ALAMBRON,"2,611.97",ago-03,"3,350.29","3,220.21"
ALAMBRON TREFILADO,ALAMBRON,"7,959.00",ago-03,"4,002.12","3,903.11"
ALAMBRONES ESPECIALES,ALAMBRON,"1,101.57",ago-03,"3,861.27","3,692.12"
ARMADURA,NEGROS ANTAAC,653.03,ago-03,"7,615.54","7,615.54"
CASTILLO DOB.,NEGROS ANTAAC,722.46,ago-03,"6,061.05","5,527.09"
CASTILLO HOJAS,NEGROS ANTAAC,"7,605.76",ago-03,"5,315.16","5,060.75"
CLAVO 2-5,NEGROS ANTAAC,"3,133.41",ago-03,"5,624.60","5,624.60"
ESCALERILLA,NEGROS ANTAAC,38.87,ago-03,"10,494.18","10,494.18"
ESTRIBOS,NEGROS ANTAAC,156.84,ago-03,"4,776.99","4,776.99"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,704.77",ago-03,"5,096.17","4,648.21"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,845.50",ago-03,"5,781.90","5,383.11"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,106.97,ago-03,"5,072.11","5,072.11"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,395.11,ago-03,"4,825.71","4,825.71"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,897.08",ago-02,"4,232.74","4,232.74"
ALAMBRON CONSTRUCCION,ALAMBRON,"7,197.95",ago-02,"3,115.32","3,115.32"
ALAMBRON EXCEDENTES,ALAMBRON,"3,363.91",ago-02,"2,536.71","2,536.71"
ALAMBRON TREFILADO,ALAMBRON,"7,513.72",ago-02,"3,020.51","3,020.51"
ALAMBRONES ESPECIALES,ALAMBRON,"2,019.34",ago-02,"2,894.80","2,894.80"
ARMADURA,NEGROS ANTAAC,621.99,ago-02,"6,686.39","6,686.39"
CASTILLO DOB.,NEGROS ANTAAC,"1,155.35",ago-02,"4,144.76","4,144.76"
CASTILLO HOJAS,NEGROS ANTAAC,"11,267.78",ago-02,"3,977.97","3,977.97"
CLAVO 2-5,NEGROS ANTAAC,"3,325.30",ago-02,"4,314.33","4,314.33"
ESCALERILLA,NEGROS ANTAAC,44.98,ago-02,"7,469.23","7,469.23"
ESTRIBOS,NEGROS ANTAAC,210.32,ago-02,"4,131.55","4,131.55"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"3,225.13",ago-02,"3,721.67","3,721.67"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,440.04",ago-02,"4,381.15","4,381.15"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,78.7,ago-02,"4,303.01","4,303.01"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,418.34,ago-02,"3,889.99","3,889.99"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,457.23",ago-01,"3,830.02","3,830.02"
ALAMBRON CONSTRUCCION,ALAMBRON,"8,992.54",ago-01,"2,780.86","2,780.86"
ALAMBRON EXCEDENTES,ALAMBRON,"1,546.42",ago-01,"2,460.40","2,460.40"
ALAMBRON TREFILADO,ALAMBRON,"7,851.92",ago-01,"2,845.05","2,845.05"
ALAMBRONES ESPECIALES,ALAMBRON,"1,376.75",ago-01,"3,016.03","3,016.03"
ARMADURA,NEGROS ANTAAC,302.19,ago-01,"6,273.78","6,273.78"
CASTILLO DOB.,NEGROS ANTAAC,715.76,ago-01,"3,965.89","3,965.89"
CASTILLO HOJAS,NEGROS ANTAAC,"7,607.50",ago-01,"3,426.93","3,426.93"
CLAVO 2-5,NEGROS ANTAAC,"3,180.76",ago-01,"4,110.09","4,110.09"
ESCALERILLA,NEGROS ANTAAC,35.74,ago-01,"6,899.37","6,899.37"
ESTRIBOS,NEGROS ANTAAC,164.76,ago-01,"3,886.64","3,886.64"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,717.90",ago-01,"3,369.96","3,369.96"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,892.35",ago-01,"3,922.07","3,922.07"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,55.89,ago-01,"4,628.48","4,628.48"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,257.22,ago-01,"3,945.83","3,945.83"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,987.51",abr-20,"14,902.80","13,918.46"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,908.38",abr-20,"12,912.56","11,703.66"
ALAMBRON ENDEREZADO,NEGROS ANTAAC,4.62,abr-20,"12,485.35","12,025.51"
ALAMBRON TREFILADO,ALAMBRON,"6,248.18",abr-20,"12,050.18","11,230.85"
ALAMBRONES ESPECIALES,ALAMBRON,"1,490.17",abr-20,"15,136.78","14,628.51"
ARMADURA,NEGROS ANTAAC,342.66,abr-20,"18,174.28","17,097.06"
CASTILLO DOB.,NEGROS ANTAAC,449.52,abr-20,"17,222.71","15,635.67"
CASTILLO HOJAS,NEGROS ANTAAC,"4,576.31",abr-20,"15,472.70","14,602.39"
CLAVO 2-5,NEGROS ANTAAC,"1,297.10",abr-20,"16,081.81","14,734.52"
ESCALERILLA,NEGROS ANTAAC,18.46,abr-20,"23,598.74","22,286.11"
ESTRIBOS,NEGROS ANTAAC,"1,041.38",abr-20,"13,484.35","12,507.85"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,702.78,abr-20,"15,406.63","14,503.80"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"1,563.49",abr-20,"17,121.71","15,857.59"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,21.06,abr-20,"17,048.09","15,621.98"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,273.63,abr-20,"15,220.81","14,599.51"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,769.14",abr-19,"14,620.15","13,800.52"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,344.34",abr-19,"12,914.03","11,651.22"
ALAMBRON TREFILADO,ALAMBRON,"8,777.66",abr-19,"12,945.90","12,233.08"
ALAMBRONES ESPECIALES,ALAMBRON,"1,252.02",abr-19,"13,879.78","13,590.17"
ARMADURA,NEGROS ANTAAC,446.51,abr-19,"16,712.85","15,816.03"
CASTILLO DOB.,NEGROS ANTAAC,850.17,abr-19,"15,248.11","13,823.45"
CASTILLO HOJAS,NEGROS ANTAAC,"5,723.10",abr-19,"13,391.23","12,702.00"
CLAVO 2-5,NEGROS ANTAAC,"1,437.59",abr-19,"16,237.89","15,014.55"
ESCALERILLA,NEGROS ANTAAC,31.54,abr-19,"23,056.29","22,092.66"
ESTRIBOS,NEGROS ANTAAC,886.26,abr-19,"14,152.04","13,174.42"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,732.38,abr-19,"14,467.80","13,640.01"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"1,973.96",abr-19,"15,069.64","14,106.84"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,20.9,abr-19,"15,536.19","14,545.69"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,263.77,abr-19,"14,263.15","13,771.99"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,219.77",abr-18,"18,523.45","17,790.42"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,303.56",abr-18,"14,732.33","13,620.29"
ALAMBRON TREFILADO,ALAMBRON,"9,734.12",abr-18,"14,171.38","13,739.22"
ALAMBRONES ESPECIALES,ALAMBRON,"1,276.09",abr-18,"14,685.11","14,649.01"
ARMADURA,NEGROS ANTAAC,340.32,abr-18,"20,010.44","19,187.45"
CASTILLO DOB.,NEGROS ANTAAC,578.38,abr-18,"19,453.81","17,793.91"
CASTILLO HOJAS,NEGROS ANTAAC,"6,072.90",abr-18,"18,284.69","17,696.17"
CLAVO 2-5,NEGROS ANTAAC,"1,358.31",abr-18,"19,677.65","18,581.68"
ESCALERILLA,NEGROS ANTAAC,41.9,abr-18,"22,333.09","20,645.42"
ESTRIBOS,NEGROS ANTAAC,"1,057.17",abr-18,"15,955.66","15,117.95"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,989.54,abr-18,"20,322.44","19,678.23"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,778.66",abr-18,"21,351.46","20,552.88"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,19.26,abr-18,"16,403.35","15,661.54"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,269.42,abr-18,"15,804.66","15,351.18"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,770.87",abr-17,"13,450.69","12,777.53"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,198.65",abr-17,"10,863.29","10,388.80"
ALAMBRON TREFILADO,ALAMBRON,"7,944.60",abr-17,"10,897.44","10,755.42"
ALAMBRONES ESPECIALES,ALAMBRON,649.34,abr-17,"11,713.98","11,572.82"
ARMADURA,NEGROS ANTAAC,401.57,abr-17,"15,203.43","14,565.42"
CASTILLO DOB.,NEGROS ANTAAC,993.17,abr-17,"14,476.22","13,860.23"
CASTILLO HOJAS,NEGROS ANTAAC,"5,805.78",abr-17,"12,659.71","12,375.30"
CLAVO 2-5,NEGROS ANTAAC,"1,559.44",abr-17,"14,668.52","13,620.29"
ESCALERILLA,NEGROS ANTAAC,53.35,abr-17,"19,579.77","18,507.50"
ESTRIBOS,NEGROS ANTAAC,864.95,abr-17,"11,904.49","11,058.74"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,136.94",abr-17,"13,518.68","13,252.00"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,430.93",abr-17,"14,349.72","14,020.68"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,30.4,abr-17,"13,951.41","13,367.63"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,450.63,abr-17,"13,121.92","12,515.35"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,206.75",abr-16,"9,526.14","9,017.38"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,987.07",abr-16,"8,102.59","7,886.27"
ALAMBRON TREFILADO,ALAMBRON,"13,420.12",abr-16,"8,483.20","8,379.44"
ALAMBRONES ESPECIALES,ALAMBRON,"1,115.60",abr-16,"10,080.73","9,942.57"
ARMADURA,NEGROS ANTAAC,627.3,abr-16,"11,604.58","10,995.20"
CASTILLO DOB.,NEGROS ANTAAC,880.85,abr-16,"10,474.20","9,808.92"
CASTILLO HOJAS,NEGROS ANTAAC,"8,718.15",abr-16,"9,613.72","9,334.01"
CLAVO 2-5,NEGROS ANTAAC,"1,799.33",abr-16,"10,759.97","9,795.25"
ESCALERILLA,NEGROS ANTAAC,75.89,abr-16,"17,151.53","16,154.80"
ESTRIBOS,NEGROS ANTAAC,718.01,abr-16,"9,668.93","8,931.51"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,973.37",abr-16,"9,995.99","9,715.52"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"4,014.12",abr-16,"10,542.15","10,230.91"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,104.99,abr-16,"10,239.91","9,952.51"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,640.03,abr-16,"10,116.56","9,679.26"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"2,917.75",abr-15,"10,232.21","9,630.66"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,689.79",abr-15,"8,722.89","8,485.91"
ALAMBRON TREFILADO,ALAMBRON,"8,472.37",abr-15,"8,755.98","8,648.41"
ALAMBRONES ESPECIALES,ALAMBRON,519.17,abr-15,"10,101.18","9,952.23"
ARMADURA,NEGROS ANTAAC,519.66,abr-15,"11,418.47","10,982.83"
CASTILLO DOB.,NEGROS ANTAAC,"1,072.93",abr-15,"10,601.56","10,033.53"
CASTILLO HOJAS,NEGROS ANTAAC,"7,681.10",abr-15,"9,687.94","9,431.78"
CLAVO 2-5,NEGROS ANTAAC,"1,752.78",abr-15,"11,439.58","10,559.04"
ESCALERILLA,NEGROS ANTAAC,56.58,abr-15,"18,072.60","17,264.18"
ESTRIBOS,NEGROS ANTAAC,645.8,abr-15,"9,529.31","8,866.88"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,253.12",abr-15,"9,684.85","9,392.84"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,568.11",abr-15,"10,668.38","10,357.35"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,71.56,abr-15,"10,607.58","10,354.96"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,841.85,abr-15,"10,045.10","9,659.13"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,320.06",abr-14,"9,880.80","9,880.80"
ALAMBRON CONSTRUCCION,ALAMBRON,"4,174.86",abr-14,"8,883.00","8,639.12"
ALAMBRON TREFILADO,ALAMBRON,"7,409.23",abr-14,"9,302.00","8,764.39"
ALAMBRONES ESPECIALES,ALAMBRON,922.53,abr-14,"10,846.74","9,461.16"
ARMADURA,NEGROS ANTAAC,687.92,abr-14,"11,201.10","11,201.10"
CASTILLO DOB.,NEGROS ANTAAC,"1,005.87",abr-14,"10,076.57","9,556.04"
CASTILLO HOJAS,NEGROS ANTAAC,"8,656.33",abr-14,"9,215.12","8,971.16"
CLAVO 2-5,NEGROS ANTAAC,"1,824.25",abr-14,"11,138.36","11,138.36"
ESCALERILLA,NEGROS ANTAAC,37.67,abr-14,"17,707.19","17,707.19"
ESTRIBOS,NEGROS ANTAAC,407.3,abr-14,"9,544.92","9,544.92"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,206.41",abr-14,"9,550.10","9,291.42"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,381.15",abr-14,"10,374.76","9,993.16"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,49.22,abr-14,"10,623.31","10,623.31"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,573.64,abr-14,"9,887.82","9,887.82"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"3,192.10",abr-13,"10,378.54","10,378.54"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,467.82",abr-13,"9,426.55","9,214.02"
ALAMBRON TREFILADO,ALAMBRON,"4,744.52",abr-13,"9,294.49","8,929.95"
ALAMBRONES ESPECIALES,ALAMBRON,"1,486.85",abr-13,"10,633.33","9,056.39"
ARMADURA,NEGROS ANTAAC,651.55,abr-13,"11,715.30","11,715.30"
CASTILLO DOB.,NEGROS ANTAAC,"1,078.79",abr-13,"10,546.63","9,964.62"
CASTILLO HOJAS,NEGROS ANTAAC,"5,973.28",abr-13,"9,410.85","9,207.59"
CLAVO 2-5,NEGROS ANTAAC,"1,864.26",abr-13,"11,778.37","11,778.37"
ESCALERILLA,NEGROS ANTAAC,39.3,abr-13,"17,329.21","17,329.21"
ESTRIBOS,NEGROS ANTAAC,328.43,abr-13,"10,545.91","10,545.91"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,183.14",abr-13,"9,869.78","9,493.93"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,842.32",abr-13,"9,739.50","9,478.88"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,107.13,abr-13,"10,902.98","10,902.98"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,648.26,abr-13,"10,656.93","10,656.93"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,316.23",abr-12,"11,384.27","11,384.27"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,576.44",abr-12,"10,805.54","10,607.79"
ALAMBRON TREFILADO,ALAMBRON,"5,203.01",abr-12,"11,294.25","10,415.83"
ALAMBRONES ESPECIALES,ALAMBRON,555.88,abr-12,"13,395.75","11,697.00"
ARMADURA,NEGROS ANTAAC,666.43,abr-12,"14,272.09","14,272.09"
CASTILLO DOB.,NEGROS ANTAAC,"1,121.90",abr-12,"11,881.32","11,241.35"
CASTILLO HOJAS,NEGROS ANTAAC,"8,601.77",abr-12,"10,327.64","10,097.80"
CLAVO 2-5,NEGROS ANTAAC,"1,684.52",abr-12,"12,577.85","12,577.85"
ESCALERILLA,NEGROS ANTAAC,38.99,abr-12,"18,754.34","18,754.34"
ESTRIBOS,NEGROS ANTAAC,186.51,abr-12,"11,910.79","11,910.79"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,417.07",abr-12,"10,494.62","10,215.99"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,242.87",abr-12,"11,036.85","10,759.94"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,125.09,abr-12,"12,011.84","12,011.84"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,763.33,abr-12,"11,391.23","11,391.23"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"5,441.32",abr-11,"10,525.75","10,525.75"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,784.29",abr-11,"9,309.53","9,112.16"
ALAMBRON EXCEDENTES,ALAMBRON,"1,011.86",abr-11,"8,218.57","8,049.99"
ALAMBRON TREFILADO,ALAMBRON,"4,875.94",abr-11,"9,768.66","9,693.15"
ALAMBRONES ESPECIALES,ALAMBRON,512.09,abr-11,"9,724.68","9,596.68"
ARMADURA,NEGROS ANTAAC,379.41,abr-11,"11,572.25","11,572.25"
CASTILLO DOB.,NEGROS ANTAAC,949.54,abr-11,"11,248.68","10,598.01"
CASTILLO HOJAS,NEGROS ANTAAC,"8,583.17",abr-11,"9,956.40","9,721.32"
CLAVO 2-5,NEGROS ANTAAC,"1,558.50",abr-11,"11,709.54","11,709.54"
ESCALERILLA,NEGROS ANTAAC,48.46,abr-11,"17,096.74","17,096.74"
ESTRIBOS,NEGROS ANTAAC,204.08,abr-11,"10,110.43","10,110.43"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,924.50",abr-11,"9,956.18","9,693.07"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"2,788.50",abr-11,"10,588.49","10,317.18"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,165.73,abr-11,"10,579.70","10,579.70"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,987.31,abr-11,"9,839.19","9,839.19"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,558.06",abr-10,"9,518.53","9,518.53"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,870.41",abr-10,"8,886.64","8,679.63"
ALAMBRON EXCEDENTES,ALAMBRON,"1,302.18",abr-10,"7,438.29","7,298.22"
ALAMBRON TREFILADO,ALAMBRON,"3,492.49",abr-10,"8,464.50","8,377.72"
ALAMBRONES ESPECIALES,ALAMBRON,"1,275.48",abr-10,"8,477.19","8,372.53"
ARMADURA,NEGROS ANTAAC,765.64,abr-10,"11,025.10","11,025.10"
CASTILLO DOB.,NEGROS ANTAAC,604.02,abr-10,"9,886.87","9,312.45"
CASTILLO HOJAS,NEGROS ANTAAC,"9,081.06",abr-10,"8,797.13","8,550.45"
CLAVO 2-5,NEGROS ANTAAC,"1,848.88",abr-10,"10,914.73","10,914.73"
ESCALERILLA,NEGROS ANTAAC,41.47,abr-10,"17,757.91","17,757.91"
ESTRIBOS,NEGROS ANTAAC,136.13,abr-10,"9,683.66","9,683.66"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"2,672.26",abr-10,"9,358.34","9,112.99"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,515.09",abr-10,"10,106.24","9,797.49"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,141.92,abr-10,"9,980.21","9,980.21"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,621.45,abr-10,"9,366.71","9,366.71"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,309.73",abr-09,"9,570.15","9,570.15"
ALAMBRON CONSTRUCCION,ALAMBRON,"3,741.30",abr-09,"8,382.13","8,144.29"
ALAMBRON EXCEDENTES,ALAMBRON,"1,734.29",abr-09,"6,960.90","6,818.18"
ALAMBRON TREFILADO,ALAMBRON,"4,682.56",abr-09,"8,436.63","8,345.42"
ALAMBRONES ESPECIALES,ALAMBRON,"1,169.07",abr-09,"8,846.51","8,749.71"
ARMADURA,NEGROS ANTAAC,510.22,abr-09,"12,112.91","12,112.91"
CASTILLO DOB.,NEGROS ANTAAC,"1,013.41",abr-09,"10,182.10","9,551.35"
CASTILLO HOJAS,NEGROS ANTAAC,"10,169.78",abr-09,"8,671.01","8,400.03"
CLAVO 2-5,NEGROS ANTAAC,"1,948.70",abr-09,"11,251.35","11,251.35"
ESCALERILLA,NEGROS ANTAAC,21.19,abr-09,"17,571.39","17,571.39"
ESTRIBOS,NEGROS ANTAAC,299.46,abr-09,"9,442.62","9,442.62"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"1,892.33",abr-09,"9,183.36","8,821.54"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"3,282.99",abr-09,"9,624.25","9,281.77"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,201.06,abr-09,"10,814.65","10,814.65"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,806.95,abr-09,"9,959.97","9,959.97"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"4,686.40",abr-08,"13,119.11","13,119.11"
ALAMBRON CONSTRUCCION,ALAMBRON,"6,357.09",abr-08,"10,512.49","10,302.17"
ALAMBRON EXCEDENTES,ALAMBRON,"2,134.09",abr-08,"9,882.24","9,753.56"
ALAMBRON TREFILADO,ALAMBRON,"7,082.08",abr-08,"9,293.83","9,189.33"
ALAMBRONES ESPECIALES,ALAMBRON,"1,551.58",abr-08,"9,698.39","9,579.57"
ARMADURA,NEGROS ANTAAC,"1,245.37",abr-08,"16,451.16","16,451.16"
CASTILLO DOB.,NEGROS ANTAAC,779.81,abr-08,"15,571.13","14,900.23"
CASTILLO HOJAS,NEGROS ANTAAC,"12,819.57",abr-08,"14,498.93","14,241.59"
CLAVO 2-5,NEGROS ANTAAC,"2,768.63",abr-08,"14,257.17","14,257.17"
ESCALERILLA,NEGROS ANTAAC,46.96,abr-08,"21,391.11","21,391.11"
ESTRIBOS,NEGROS ANTAAC,394.52,abr-08,"11,337.27","11,337.27"
MALLA SOLDADA 44 Y 66,NEGROS ANTAAC,"4,426.16",abr-08,"13,676.16","13,362.19"
MALLA SOLDADA 88 Y 1010,NEGROS ANTAAC,"4,616.81",abr-08,"14,864.44","14,484.03"
VARILLA 6000 3/16 5/32,NEGROS ANTAAC,319.37,abr-08,"13,941.21","13,941.21"
VARILLA 6000 5/16 1/4,NEGROS ANTAAC,"1,425.23",abr-08,"12,234.53","12,234.53"
ALAMBRE RECOCIDO,NEGROS ANTAAC,"5,552.87",abr-07,"8,194.53","8,194.53"
ALAMBRON CONSTRUCCION,ALAMBRON,"2,550.03",abr-07,"7,347.83","7,111.88"
ALAMBRON EXCEDENTES,ALAMBRON,"1,772.86",abr-07,"6,159.13","6,047.76"
ALAMBRON TREFILADO,ALAMBRON,"2,983.02",abr-07,"7,036.94","6,908.52"
ALAMBRONES ESPECIALES,ALAMBRON,484.75,abr-07,"7,066.07","6,906.45"
ARMADURA,NEGROS ANTAAC,"1,165.11",abr-07,"11,511.97","11,511.97"
CASTILLO DOB.,NEGROS ANTAAC,712.28,abr-07,"9,198.24","8,543.12"
CASTILLO HOJAS,NEGROS ANTAAC,"12,038.97",abr-07,"7,912.65","7,624.37"
CLAVO 2-5,NEGROS ANTAAC,"2,565.12",abr-07,"9,661.90","9,661.90"
ESCALERILLA,NEGROS ANTAAC,34.07,abr-07,"17,712.62","17,712.62"
ESTRIBOS,NEGROS ANTAAC,313.22,abr-07,"7,742.67","7,742.67"
